"","Nonnao-new Last (V)","BPV-G Last (V)","BPV Educational Toolkit Last (V)","BPV-A Last (V)","Single-ended 5 Last (V)","BPV-C Last (V)","BPV-H  Last (V)","BPV-B Last (V)","BPV-F CAP-Charg. Dif 9 - 10 Last (V)","Mud-Power Last (V)"
"128:15:12","-0.179","-0.225","-0.459","-0.006","0.000","-0.061","-0.310","-0.243","-0.586","-0.379"
"128:15:13","-0.179","-0.225","-0.459","-0.006","0.000","-0.061","-0.310","-0.243","-0.586","-0.379"
"128:15:14","-0.179","-0.225","-0.459","-0.006","0.000","-0.061","-0.310","-0.243","-0.586","-0.379"
"128:15:15","-0.179","-0.226","-0.459","-0.006","0.000","-0.061","-0.310","-0.243","-0.586","-0.379"
"128:15:16","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.243","-0.586","-0.379"
"128:15:17","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.243","-0.586","-0.379"
"128:15:18","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.243","-0.586","-0.379"
"128:15:19","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.244","-0.586","-0.379"
"128:15:20","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.244","-0.586","-0.379"
"128:15:21","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.244","-0.586","-0.379"
"128:15:22","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.244","-0.586","-0.379"
"128:15:23","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.244","-0.586","-0.379"
"128:15:24","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.244","-0.586","-0.379"
"128:15:25","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.244","-0.586","-0.379"
"128:15:26","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.244","-0.586","-0.379"
"128:15:27","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.244","-0.586","-0.379"
"128:15:28","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.244","-0.586","-0.379"
"128:15:29","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.244","-0.586","-0.379"
"128:15:30","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.244","-0.586","-0.379"
"128:15:31","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.244","-0.586","-0.379"
"128:15:32","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.245","-0.586","-0.379"
"128:15:33","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.245","-0.586","-0.379"
"128:15:34","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.245","-0.586","-0.379"
"128:15:35","-0.179","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.245","-0.586","-0.379"
"128:15:36","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.245","-0.586","-0.379"
"128:15:37","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.245","-0.586","-0.379"
"128:15:38","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.245","-0.586","-0.379"
"128:15:39","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.245","-0.586","-0.379"
"128:15:40","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.245","-0.586","-0.379"
"128:15:41","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.245","-0.586","-0.379"
"128:15:42","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.245","-0.586","-0.379"
"128:15:43","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.246","-0.586","-0.379"
"128:15:44","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.246","-0.586","-0.379"
"128:15:45","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.246","-0.586","-0.379"
"128:15:46","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.246","-0.586","-0.379"
"128:15:47","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.246","-0.586","-0.379"
"128:15:48","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.246","-0.586","-0.379"
"128:15:49","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.246","-0.586","-0.379"
"128:15:50","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.246","-0.586","-0.379"
"128:15:51","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.246","-0.586","-0.379"
"128:15:52","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.246","-0.586","-0.379"
"128:15:53","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.247","-0.586","-0.379"
"128:15:54","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.247","-0.586","-0.379"
"128:15:55","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.247","-0.586","-0.379"
"128:15:56","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.247","-0.586","-0.379"
"128:15:57","-0.178","-0.226","-0.458","-0.006","0.000","-0.061","-0.310","-0.247","-0.586","-0.379"
"128:15:58","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.247","-0.586","-0.379"
"128:15:59","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.247","-0.586","-0.379"
"128:16:00","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.247","-0.586","-0.379"
"128:16:01","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.247","-0.586","-0.379"
"128:16:02","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.247","-0.586","-0.379"
"128:16:03","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.247","-0.586","-0.379"
"128:16:04","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.248","-0.586","-0.379"
"128:16:05","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.248","-0.586","-0.379"
"128:16:06","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.248","-0.586","-0.379"
"128:16:07","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.248","-0.586","-0.379"
"128:16:08","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.248","-0.586","-0.379"
"128:16:09","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.248","-0.586","-0.379"
"128:16:10","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.248","-0.586","-0.379"
"128:16:11","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.248","-0.586","-0.379"
"128:16:12","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.248","-0.586","-0.379"
"128:16:13","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.248","-0.586","-0.379"
"128:16:14","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.248","-0.586","-0.379"
"128:16:15","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.249","-0.586","-0.379"
"128:16:16","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.249","-0.586","-0.379"
"128:16:17","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.249","-0.586","-0.379"
"128:16:18","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.249","-0.586","-0.379"
"128:16:19","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.249","-0.586","-0.379"
"128:16:20","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.249","-0.586","-0.379"
"128:16:21","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.249","-0.586","-0.379"
"128:16:22","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.249","-0.586","-0.379"
"128:16:23","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.249","-0.586","-0.379"
"128:16:24","-0.178","-0.227","-0.458","-0.006","0.000","-0.061","-0.310","-0.249","-0.586","-0.379"
"128:16:25","-0.178","-0.227","-0.459","-0.006","0.000","-0.061","-0.310","-0.249","-0.586","-0.379"
"128:16:26","-0.178","-0.227","-0.459","-0.006","0.000","-0.061","-0.310","-0.250","-0.586","-0.379"
"128:16:27","-0.178","-0.227","-0.459","-0.006","0.000","-0.061","-0.310","-0.250","-0.586","-0.379"
"128:16:28","-0.178","-0.227","-0.459","-0.006","0.000","-0.061","-0.310","-0.250","-0.586","-0.379"
"128:16:29","-0.178","-0.227","-0.459","-0.006","0.000","-0.061","-0.310","-0.250","-0.587","-0.379"
"128:16:30","-0.178","-0.227","-0.459","-0.006","0.000","-0.061","-0.310","-0.250","-0.587","-0.379"
"128:16:31","-0.178","-0.227","-0.459","-0.006","0.000","-0.061","-0.310","-0.250","-0.587","-0.379"
"128:16:32","-0.178","-0.227","-0.459","-0.006","0.000","-0.061","-0.310","-0.250","-0.587","-0.379"
"128:16:33","-0.178","-0.227","-0.459","-0.006","0.000","-0.061","-0.310","-0.250","-0.587","-0.379"
"128:16:34","-0.178","-0.227","-0.459","-0.006","0.000","-0.061","-0.310","-0.250","-0.587","-0.379"
"128:16:35","-0.178","-0.227","-0.459","-0.006","0.000","-0.061","-0.310","-0.250","-0.587","-0.379"
"128:16:36","-0.178","-0.227","-0.459","-0.006","0.000","-0.061","-0.310","-0.251","-0.587","-0.379"
"128:16:37","-0.178","-0.227","-0.459","-0.006","0.000","-0.061","-0.310","-0.251","-0.587","-0.379"
"128:16:38","-0.178","-0.227","-0.459","-0.006","0.000","-0.061","-0.310","-0.251","-0.587","-0.379"
"128:16:39","-0.178","-0.227","-0.459","-0.006","0.000","-0.061","-0.310","-0.251","-0.587","-0.379"
"128:16:40","-0.178","-0.227","-0.459","-0.006","0.000","-0.061","-0.310","-0.251","-0.587","-0.379"
"128:16:41","-0.178","-0.228","-0.459","-0.006","0.000","-0.061","-0.310","-0.251","-0.587","-0.379"
"128:16:42","-0.178","-0.228","-0.459","-0.006","0.000","-0.061","-0.310","-0.251","-0.587","-0.379"
"128:16:43","-0.178","-0.228","-0.459","-0.006","0.000","-0.061","-0.310","-0.251","-0.587","-0.378"
"128:16:44","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.251","-0.587","-0.378"
"128:16:45","-0.178","-0.228","-0.459","-0.006","0.000","-0.061","-0.310","-0.251","-0.587","-0.378"
"128:16:46","-0.178","-0.228","-0.459","-0.006","0.000","-0.061","-0.310","-0.251","-0.587","-0.377"
"128:16:47","-0.178","-0.228","-0.459","-0.006","0.000","-0.061","-0.310","-0.252","-0.587","-0.377"
"128:16:48","-0.178","-0.228","-0.459","-0.006","0.000","-0.061","-0.310","-0.252","-0.587","-0.377"
"128:16:49","-0.178","-0.228","-0.459","-0.006","0.000","-0.061","-0.310","-0.252","-0.587","-0.377"
"128:16:50","-0.178","-0.228","-0.459","-0.006","0.000","-0.061","-0.310","-0.252","-0.587","-0.377"
"128:16:51","-0.178","-0.228","-0.459","-0.006","0.000","-0.061","-0.310","-0.252","-0.587","-0.377"
"128:16:52","-0.178","-0.228","-0.459","-0.006","0.000","-0.061","-0.310","-0.252","-0.587","-0.377"
"128:16:53","-0.178","-0.228","-0.459","-0.006","0.000","-0.061","-0.310","-0.252","-0.587","-0.376"
"128:16:54","-0.178","-0.228","-0.459","-0.006","0.000","-0.061","-0.310","-0.252","-0.587","-0.376"
"128:16:55","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.252","-0.587","-0.376"
"128:16:56","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.252","-0.587","-0.376"
"128:16:57","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.252","-0.587","-0.376"
"128:16:58","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.253","-0.587","-0.376"
"128:16:59","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.253","-0.587","-0.376"
"128:17:00","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.253","-0.587","-0.376"
"128:17:01","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.253","-0.587","-0.376"
"128:17:02","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.253","-0.587","-0.376"
"128:17:03","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.253","-0.587","-0.376"
"128:17:04","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.253","-0.587","-0.376"
"128:17:05","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.253","-0.587","-0.376"
"128:17:06","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.253","-0.587","-0.375"
"128:17:07","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.253","-0.587","-0.375"
"128:17:08","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.254","-0.587","-0.375"
"128:17:09","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.254","-0.587","-0.375"
"128:17:10","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.254","-0.587","-0.375"
"128:17:11","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.254","-0.587","-0.375"
"128:17:12","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.254","-0.587","-0.375"
"128:17:13","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.254","-0.587","-0.375"
"128:17:14","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.254","-0.587","-0.375"
"128:17:15","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.254","-0.587","-0.374"
"128:17:16","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.254","-0.587","-0.374"
"128:17:17","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.254","-0.587","-0.374"
"128:17:18","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.254","-0.587","-0.374"
"128:17:19","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.254","-0.587","-0.374"
"128:17:20","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.255","-0.587","-0.374"
"128:17:21","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.255","-0.587","-0.374"
"128:17:22","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.255","-0.587","-0.374"
"128:17:23","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.255","-0.587","-0.374"
"128:17:24","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.255","-0.587","-0.374"
"128:17:25","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.255","-0.587","-0.373"
"128:17:26","-0.178","-0.228","-0.458","-0.006","0.000","-0.061","-0.310","-0.255","-0.587","-0.373"
"128:17:27","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.255","-0.587","-0.373"
"128:17:28","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.255","-0.587","-0.373"
"128:17:29","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.255","-0.587","-0.372"
"128:17:30","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.256","-0.587","-0.372"
"128:17:31","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.256","-0.587","-0.372"
"128:17:32","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.256","-0.587","-0.372"
"128:17:33","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.256","-0.587","-0.372"
"128:17:34","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.256","-0.587","-0.372"
"128:17:35","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.256","-0.587","-0.372"
"128:17:36","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.256","-0.587","-0.371"
"128:17:37","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.256","-0.587","-0.371"
"128:17:38","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.256","-0.587","-0.371"
"128:17:39","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.256","-0.587","-0.371"
"128:17:40","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.257","-0.587","-0.371"
"128:17:41","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.257","-0.587","-0.371"
"128:17:42","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.257","-0.587","-0.371"
"128:17:43","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.257","-0.587","-0.371"
"128:17:44","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.257","-0.587","-0.371"
"128:17:45","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.257","-0.587","-0.371"
"128:17:46","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.257","-0.587","-0.371"
"128:17:47","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.257","-0.587","-0.371"
"128:17:48","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.257","-0.587","-0.371"
"128:17:49","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.257","-0.587","-0.371"
"128:17:50","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.257","-0.587","-0.371"
"128:17:51","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.258","-0.587","-0.371"
"128:17:52","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.258","-0.587","-0.371"
"128:17:53","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.258","-0.587","-0.371"
"128:17:54","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.258","-0.587","-0.371"
"128:17:55","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.258","-0.587","-0.371"
"128:17:56","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.258","-0.587","-0.371"
"128:17:57","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.258","-0.587","-0.371"
"128:17:58","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.258","-0.587","-0.371"
"128:17:59","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.258","-0.587","-0.371"
"128:18:00","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.258","-0.587","-0.371"
"128:18:01","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.259","-0.587","-0.370"
"128:18:02","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.259","-0.587","-0.370"
"128:18:03","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.259","-0.587","-0.370"
"128:18:04","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.259","-0.587","-0.370"
"128:18:05","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.259","-0.587","-0.370"
"128:18:06","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.259","-0.587","-0.370"
"128:18:07","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.259","-0.587","-0.370"
"128:18:08","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.259","-0.587","-0.370"
"128:18:09","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.259","-0.587","-0.370"
"128:18:10","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.259","-0.587","-0.370"
"128:18:11","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.259","-0.587","-0.370"
"128:18:12","-0.178","-0.229","-0.458","-0.006","0.000","-0.061","-0.310","-0.260","-0.587","-0.371"
"128:18:13","-0.178","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.260","-0.588","-0.371"
"128:18:14","-0.178","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.260","-0.588","-0.371"
"128:18:15","-0.178","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.260","-0.588","-0.371"
"128:18:16","-0.178","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.260","-0.588","-0.371"
"128:18:17","-0.178","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.260","-0.588","-0.371"
"128:18:18","-0.178","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.260","-0.588","-0.371"
"128:18:19","-0.178","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.260","-0.588","-0.371"
"128:18:20","-0.178","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.260","-0.588","-0.371"
"128:18:21","-0.178","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.261","-0.588","-0.371"
"128:18:22","-0.178","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.261","-0.588","-0.371"
"128:18:23","-0.178","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.261","-0.588","-0.371"
"128:18:24","-0.178","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.261","-0.588","-0.371"
"128:18:25","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.261","-0.588","-0.371"
"128:18:26","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.261","-0.588","-0.371"
"128:18:27","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.261","-0.588","-0.371"
"128:18:28","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.261","-0.588","-0.371"
"128:18:29","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.261","-0.588","-0.371"
"128:18:30","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.261","-0.588","-0.371"
"128:18:31","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.261","-0.588","-0.371"
"128:18:32","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.261","-0.588","-0.371"
"128:18:33","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.261","-0.588","-0.371"
"128:18:34","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.262","-0.588","-0.371"
"128:18:35","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.262","-0.588","-0.371"
"128:18:36","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.262","-0.588","-0.371"
"128:18:37","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.262","-0.588","-0.371"
"128:18:38","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.262","-0.588","-0.371"
"128:18:39","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.262","-0.588","-0.371"
"128:18:40","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.262","-0.588","-0.371"
"128:18:41","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.262","-0.588","-0.371"
"128:18:42","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.262","-0.588","-0.371"
"128:18:43","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.262","-0.588","-0.371"
"128:18:44","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.262","-0.588","-0.371"
"128:18:45","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.262","-0.588","-0.371"
"128:18:46","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.263","-0.588","-0.371"
"128:18:47","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.263","-0.588","-0.371"
"128:18:48","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.263","-0.588","-0.371"
"128:18:49","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.263","-0.588","-0.371"
"128:18:50","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.263","-0.588","-0.371"
"128:18:51","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.263","-0.588","-0.371"
"128:18:52","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.263","-0.588","-0.371"
"128:18:53","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.263","-0.588","-0.371"
"128:18:54","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.263","-0.588","-0.371"
"128:18:55","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.263","-0.588","-0.371"
"128:18:56","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.263","-0.588","-0.371"
"128:18:57","-0.177","-0.230","-0.458","-0.006","0.000","-0.061","-0.310","-0.264","-0.588","-0.371"
"128:18:58","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.264","-0.588","-0.371"
"128:18:59","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.264","-0.588","-0.371"
"128:19:00","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.264","-0.588","-0.371"
"128:19:01","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.264","-0.588","-0.371"
"128:19:02","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.264","-0.588","-0.371"
"128:19:03","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.264","-0.588","-0.371"
"128:19:04","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.264","-0.588","-0.371"
"128:19:05","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.264","-0.588","-0.371"
"128:19:06","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.264","-0.588","-0.371"
"128:19:07","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.264","-0.588","-0.371"
"128:19:08","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.264","-0.588","-0.371"
"128:19:09","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.265","-0.588","-0.371"
"128:19:10","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.265","-0.588","-0.371"
"128:19:11","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.265","-0.588","-0.372"
"128:19:12","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.265","-0.588","-0.372"
"128:19:13","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.265","-0.588","-0.372"
"128:19:14","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.265","-0.588","-0.372"
