"","Nonnao-new Last (V)","BPV-G Last (V)","BPV Educational Toolkit Last (V)","BPV-A Last (V)","Single-ended 5 Last (V)","BPV-C Last (V)","BPV-H  Last (V)","BPV-B Last (V)","BPV-F CAP-Charg. Dif 9 - 10 Last (V)","Mud-Power Last (V)"
"128:19:15","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.265","-0.588","-0.372"
"128:19:16","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.265","-0.588","-0.372"
"128:19:17","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.265","-0.588","-0.372"
"128:19:18","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.265","-0.588","-0.372"
"128:19:19","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.265","-0.588","-0.372"
"128:19:20","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.265","-0.588","-0.372"
"128:19:21","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.266","-0.588","-0.372"
"128:19:22","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.266","-0.588","-0.372"
"128:19:23","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.266","-0.588","-0.372"
"128:19:24","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.266","-0.588","-0.372"
"128:19:25","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.266","-0.588","-0.372"
"128:19:26","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.266","-0.588","-0.372"
"128:19:27","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.266","-0.588","-0.372"
"128:19:28","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.266","-0.588","-0.372"
"128:19:29","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.266","-0.588","-0.372"
"128:19:30","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.266","-0.588","-0.372"
"128:19:31","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.266","-0.588","-0.372"
"128:19:32","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.266","-0.588","-0.372"
"128:19:33","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.267","-0.588","-0.372"
"128:19:34","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.267","-0.588","-0.372"
"128:19:35","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.267","-0.588","-0.372"
"128:19:36","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.267","-0.588","-0.372"
"128:19:37","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.267","-0.588","-0.372"
"128:19:38","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.267","-0.588","-0.372"
"128:19:39","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.267","-0.588","-0.372"
"128:19:40","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.267","-0.588","-0.372"
"128:19:41","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.267","-0.588","-0.372"
"128:19:42","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.267","-0.588","-0.372"
"128:19:43","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.267","-0.588","-0.372"
"128:19:44","-0.177","-0.231","-0.458","-0.006","0.000","-0.061","-0.310","-0.268","-0.588","-0.372"
"128:19:45","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.310","-0.268","-0.588","-0.372"
"128:19:46","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.310","-0.268","-0.588","-0.372"
"128:19:47","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.310","-0.268","-0.588","-0.372"
"128:19:48","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.310","-0.268","-0.588","-0.372"
"128:19:49","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.310","-0.268","-0.588","-0.372"
"128:19:50","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.310","-0.268","-0.588","-0.372"
"128:19:51","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.310","-0.268","-0.588","-0.372"
"128:19:52","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.310","-0.268","-0.588","-0.372"
"128:19:53","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.310","-0.268","-0.588","-0.372"
"128:19:54","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.310","-0.268","-0.588","-0.372"
"128:19:55","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.310","-0.268","-0.588","-0.372"
"128:19:56","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.310","-0.269","-0.589","-0.372"
"128:19:57","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.310","-0.269","-0.589","-0.373"
"128:19:58","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.310","-0.269","-0.589","-0.372"
"128:19:59","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.310","-0.269","-0.589","-0.372"
"128:20:00","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.310","-0.269","-0.589","-0.372"
"128:20:01","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.269","-0.589","-0.372"
"128:20:02","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.269","-0.589","-0.372"
"128:20:03","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.269","-0.589","-0.372"
"128:20:04","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.269","-0.589","-0.372"
"128:20:05","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.269","-0.589","-0.372"
"128:20:06","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.269","-0.589","-0.372"
"128:20:07","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.269","-0.589","-0.372"
"128:20:08","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.270","-0.589","-0.372"
"128:20:09","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.270","-0.589","-0.372"
"128:20:10","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.270","-0.589","-0.372"
"128:20:11","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.270","-0.589","-0.372"
"128:20:12","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.270","-0.589","-0.372"
"128:20:13","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.270","-0.589","-0.372"
"128:20:14","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.270","-0.589","-0.372"
"128:20:15","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.270","-0.589","-0.372"
"128:20:16","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.270","-0.589","-0.372"
"128:20:17","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.270","-0.589","-0.372"
"128:20:18","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.271","-0.589","-0.372"
"128:20:19","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.271","-0.589","-0.372"
"128:20:20","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.271","-0.589","-0.372"
"128:20:21","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.271","-0.589","-0.372"
"128:20:22","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.271","-0.589","-0.372"
"128:20:23","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.271","-0.589","-0.372"
"128:20:24","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.271","-0.589","-0.372"
"128:20:25","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.271","-0.589","-0.372"
"128:20:26","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.271","-0.589","-0.372"
"128:20:27","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.271","-0.589","-0.372"
"128:20:28","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.271","-0.589","-0.372"
"128:20:29","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.271","-0.589","-0.372"
"128:20:30","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.272","-0.589","-0.372"
"128:20:31","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.272","-0.589","-0.372"
"128:20:32","-0.177","-0.232","-0.458","-0.006","0.000","-0.061","-0.311","-0.272","-0.589","-0.372"
"128:20:33","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.272","-0.589","-0.372"
"128:20:34","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.272","-0.589","-0.372"
"128:20:35","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.272","-0.589","-0.372"
"128:20:36","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.272","-0.589","-0.372"
"128:20:37","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.272","-0.589","-0.372"
"128:20:38","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.272","-0.589","-0.372"
"128:20:39","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.272","-0.589","-0.372"
"128:20:40","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.272","-0.589","-0.372"
"128:20:41","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.272","-0.589","-0.372"
"128:20:42","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.273","-0.589","-0.372"
"128:20:43","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.273","-0.589","-0.372"
"128:20:44","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.273","-0.589","-0.372"
"128:20:45","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.273","-0.589","-0.372"
"128:20:46","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.273","-0.589","-0.372"
"128:20:47","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.273","-0.589","-0.372"
"128:20:48","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.273","-0.589","-0.372"
"128:20:49","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.273","-0.589","-0.372"
"128:20:50","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.273","-0.589","-0.372"
"128:20:51","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.273","-0.589","-0.372"
"128:20:52","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.273","-0.589","-0.372"
"128:20:53","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.273","-0.589","-0.373"
"128:20:54","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.274","-0.589","-0.373"
"128:20:55","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.274","-0.589","-0.373"
"128:20:56","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.274","-0.589","-0.373"
"128:20:57","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.274","-0.589","-0.373"
"128:20:58","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.274","-0.589","-0.373"
"128:20:59","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.274","-0.589","-0.373"
"128:21:00","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.274","-0.589","-0.373"
"128:21:01","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.274","-0.589","-0.373"
"128:21:02","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.274","-0.589","-0.373"
"128:21:03","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.274","-0.589","-0.373"
"128:21:04","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.274","-0.589","-0.373"
"128:21:05","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.274","-0.589","-0.373"
"128:21:06","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.275","-0.589","-0.373"
"128:21:07","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.275","-0.589","-0.373"
"128:21:08","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.275","-0.589","-0.373"
"128:21:09","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.275","-0.589","-0.373"
"128:21:10","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.275","-0.589","-0.373"
"128:21:11","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.275","-0.589","-0.373"
"128:21:12","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.275","-0.589","-0.373"
"128:21:13","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.275","-0.589","-0.373"
"128:21:14","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.275","-0.589","-0.373"
"128:21:15","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.275","-0.589","-0.373"
"128:21:16","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.275","-0.589","-0.373"
"128:21:17","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.275","-0.589","-0.373"
"128:21:18","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.275","-0.589","-0.373"
"128:21:19","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.276","-0.589","-0.373"
"128:21:20","-0.177","-0.233","-0.458","-0.006","0.000","-0.061","-0.311","-0.276","-0.589","-0.373"
"128:21:21","-0.177","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.276","-0.589","-0.373"
"128:21:22","-0.177","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.276","-0.589","-0.373"
"128:21:23","-0.177","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.276","-0.589","-0.373"
"128:21:24","-0.177","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.276","-0.589","-0.373"
"128:21:25","-0.177","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.276","-0.589","-0.373"
"128:21:26","-0.177","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.276","-0.589","-0.373"
"128:21:27","-0.177","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.276","-0.589","-0.373"
"128:21:28","-0.177","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.276","-0.589","-0.373"
"128:21:29","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.276","-0.589","-0.373"
"128:21:30","-0.177","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.276","-0.589","-0.373"
"128:21:31","-0.177","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.276","-0.589","-0.373"
"128:21:32","-0.177","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.277","-0.589","-0.373"
"128:21:33","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.277","-0.589","-0.373"
"128:21:34","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.277","-0.589","-0.373"
"128:21:35","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.277","-0.589","-0.373"
"128:21:36","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.277","-0.590","-0.373"
"128:21:37","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.277","-0.590","-0.373"
"128:21:38","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.277","-0.590","-0.373"
"128:21:39","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.277","-0.590","-0.373"
"128:21:40","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.277","-0.590","-0.373"
"128:21:41","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.277","-0.590","-0.373"
"128:21:42","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.277","-0.590","-0.373"
"128:21:43","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.278","-0.590","-0.373"
"128:21:44","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.278","-0.590","-0.373"
"128:21:45","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.278","-0.590","-0.373"
"128:21:46","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.278","-0.590","-0.373"
"128:21:47","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.278","-0.590","-0.373"
"128:21:48","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.278","-0.590","-0.373"
"128:21:49","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.278","-0.590","-0.373"
"128:21:50","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.278","-0.590","-0.373"
"128:21:51","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.278","-0.590","-0.373"
"128:21:52","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.278","-0.590","-0.373"
"128:21:53","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.278","-0.590","-0.373"
"128:21:54","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.278","-0.590","-0.373"
"128:21:55","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.279","-0.590","-0.373"
"128:21:56","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.279","-0.590","-0.373"
"128:21:57","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.279","-0.590","-0.373"
"128:21:58","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.279","-0.590","-0.374"
"128:21:59","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.279","-0.590","-0.374"
"128:22:00","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.279","-0.590","-0.374"
"128:22:01","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.279","-0.590","-0.374"
"128:22:02","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.279","-0.590","-0.374"
"128:22:03","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.279","-0.590","-0.374"
"128:22:04","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.279","-0.590","-0.374"
"128:22:05","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.279","-0.590","-0.374"
"128:22:06","-0.176","-0.234","-0.458","-0.006","0.000","-0.061","-0.311","-0.279","-0.590","-0.374"
"128:22:07","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.280","-0.590","-0.374"
"128:22:08","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.280","-0.590","-0.374"
"128:22:09","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.280","-0.590","-0.374"
"128:22:10","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.280","-0.590","-0.374"
"128:22:11","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.280","-0.590","-0.374"
"128:22:12","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.280","-0.590","-0.374"
"128:22:13","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.280","-0.590","-0.374"
"128:22:14","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.280","-0.590","-0.374"
"128:22:15","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.280","-0.590","-0.374"
"128:22:16","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.280","-0.590","-0.374"
"128:22:17","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.280","-0.590","-0.374"
"128:22:18","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.280","-0.590","-0.374"
"128:22:19","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.281","-0.590","-0.374"
"128:22:20","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.281","-0.590","-0.374"
"128:22:21","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.281","-0.590","-0.374"
"128:22:22","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.281","-0.590","-0.374"
"128:22:23","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.281","-0.590","-0.374"
"128:22:24","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.281","-0.590","-0.374"
"128:22:25","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.281","-0.590","-0.374"
"128:22:26","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.281","-0.590","-0.374"
"128:22:27","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.281","-0.590","-0.374"
"128:22:28","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.281","-0.590","-0.374"
"128:22:29","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.281","-0.590","-0.374"
"128:22:30","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.281","-0.590","-0.374"
"128:22:31","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.281","-0.590","-0.374"
"128:22:32","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.282","-0.590","-0.374"
"128:22:33","-0.176","-0.235","-0.458","-0.006","0.000","-0.061","-0.311","-0.282","-0.590","-0.374"
